Package Name,ID,Class
neuralee,199471,1
neuralhydrology,199472,1
neuralforecast,199476,1
neural-homomorphic-vocoder,199477,0
neuralgym011,199478,1
neuralist,199479,1
neuralink,199480,1
neuralcli,199481,1
neuralgym111,199482,1
neuralintentsplus,199483,1
neuralcompression,199484,1
neuralnet,199486,1
neuralnets,199488,0
neuralkg,199489,0
neuralintents,199492,1
neuralnetworks-shine7,199495,1
neuralogic,199499,1
neural-mmo,199500,1
neuralplot,199502,1
neuralnetworkselection,199503,1
neuralnetwork,199504,1
neural-pipeline,199506,1
neuralnet-visualize,199507,1
neuralpp,199509,1
neuralpredictors,199510,0
neuralpy-torch,199511,1
neuralpuzzle,199512,1
neuralprophet,199513,1
neural-python,199514,1
neuralqa,199516,1
neuralsampler,199517,1
neuralspace,199518,0
neuralsalience,199519,0
neural-search,199520,1
neuralpy,199521,1
neural-response-map,199522,1
neuralsens,199523,1
neural-style-transfer,199524,0
neural-semigroups,199528,0
neural-style,199530,1
neural-structured-learning,199531,1
neural-tools,199532,1
neuralwatermark,199533,0
neural-wrappers,199538,1
neural-tangents,199539,1
neuraxle-tensorflow,199540,1
neurec,199541,1
neurartist,199543,0
neuralbandit,199544,1
neurlink,199547,1
neural-boost,199548,1
neurite,199551,1
neureca,199553,0
neuralgym11,199559,1
neuroarch,199571,0
neurocat,199572,0
neurodynex,199575,0
neuralnet-pytorch,199576,1
neurodynamics,199580,1
neurodsp,199581,1
neuroevolution-sandbox,199582,1
neurodynex3,199585,0
neurodiffeq,199587,1
neurodriver,199588,0
neural-pipeline-search,199595,1
neurokernel,199599,1
neuro3d,199602,1
neurolab,199605,1
neurolib,199617,1
neurometa,199624,0
neuraxle,199635,1
neuron-ml,199638,1
neuronfunc,199642,1
neuronpy,199651,1
neuron_ui,199658,1
neuronunitopt,199666,0
neuroptica,199700,1
neurora,199713,1
neurosum,199716,0
neurosynchro,199726,1
neuspell,199736,1
neurotpr,199746,0
neutrino-engine,199750,1
neutrino-torch,199751,1
neurox,199752,0
nevergrad,199806,0
nevopy,199820,1
nevolve,199822,1
newclear,199836,0
new-face,199849,0
neweraai,199874,0
newlandface,199904,0
news2play,199995,0
newslookout,200040,0
newsmodel,200049,0
newsp,200051,0
newsoverview,200052,0
newsai,200068,1
newstone,200073,0
newssentiment,200074,1
newspiece,200112,1
nexd,200130,0
nexgcn,200136,1
nextextract,200204,1
nextorch,200230,1
nextstep,200244,0
nextstrain-augur,200246,0
next-word-prediction,200276,1
nfdi,200318,0
nfer-image,200320,0
nflowscam,200359,0
nfnets-keras,200380,1
nfm,200382,1
nfp,200385,0
nfractal,200404,1
nfstream,200417,1
nfnets-pytorch,200431,1
ngclib,200470,1
ngraph-onnx,200570,0
n-grammer-pytorch,200576,1
ngraph-core,200578,1
ngta,200651,0
ngtextprocess,200692,0
nia-image-2latex,200760,0
nianet,200763,0
nibabies,200777,0
nic,200786,1
nicenet,200826,1
nickffs-transliteration,200866,1
nidn,200938,0
niftytorch,201011,0
nilbs,201104,0
nimblephysics,201132,0
nimare,201147,0
nimblenet,201213,1
ninjax,201259,1
niteshade,201401,0
nixtlats,201503,1
njuseg,201514,0
nka,201517,0
nkia,201531,1
nlg-yongzhuo,201588,0
nlg-metricverse,201589,1
nlhappy,201591,0
nlkit,201599,0
nlab,201602,1
nlimed,201608,0
nlp-900,201621,0
nlpapi,201627,0
nlp,201628,1
nlp4ml,201629,0
nlp-basictasks,201632,0
nlp2go,201633,1
nlp-basictask,201635,0
nlp-architect,201637,1
nlp-cache-sebastian-stigler,201640,0
nlpaug,201648,1
nlpbook,201649,1
nlp-dataset-readers,201654,1
nlpcube,201655,0
nlper,201661,1
nlp-feature-extractors,201667,0
nlpcloud,201669,1
nlp-gym,201670,0
nlphub,201671,0
nlpio,201678,0
nlpia,201680,1
nlpkit-ml,201689,0
nlp-lib,201692,0
nlpknowledge,201694,0
nlp-nn,201695,0
nlp-model-gen,201700,0
nlpiper,201701,1
nlpblock,201702,1
nlplab,201704,1
nlp-lib-cpu,201705,0
nlp-pie,201709,0
nlp-preprocessing,201713,0
nlp-preprocessing-wrappers,201714,1
nlpatl,201716,1
nlpbinarydisasteraiopslibs,201720,1
nlp-primitives,201721,0
nlpscaffold,201730,0
nlprov,201733,0
nlpretext,201734,0
nlp-profiler,201735,0
nlp-pytorch-zh,201736,1
nlp-service,201737,0
nlprep,201738,1
nlptest,201745,0
nlp-tfidf,201748,0
nlptoolkit-classification,201754,1
nlptextmatcher,201757,0
nlptoolkit-classification-cy,201783,1
nlpia2,201792,1
nlp-xiaojiang,201823,0
nlp-utils,201826,0
nlqf,201827,0
nlstruct,201835,1
nluanalizer,201846,0
nltools,201851,0
nltk-ma,201854,0
nlup,201874,1
nlubridge,201887,0
nmatheg,201895,0
nlptriples,201901,0
nmdc-schema,201915,0
nmdc-runtime,201918,0
nmcog,201951,1
nmf-torch,201953,0
nmmo,201967,1
nmrgnn,201986,0
nmtpytorch,202003,1
nmt,202006,0
nmrgnn-data,202007,0
nn,202008,1
nmtscore,202009,0
nn13framework,202011,1
nn4mc,202015,1
nnabla-ext-cuda100,202017,1
nnabla-ext-cuda100-nccl2-mpi3-1-6,202019,1
nnabla-ext-cuda110,202021,1
nnabla-ext-cuda102-nccl2-mpi3-1-6,202022,1
nnabla-ext-cuda102,202024,1
nnabla-ext-cuda110-nccl2-mpi2-1-1,202025,1
nnabla-converter,202026,0
nnabla-ext-cuda102-nccl2-mpi2-1-1,202027,1
nmtlab,202029,1
nnabla,202030,1
nnabla-browser,202031,0
nnabla-rl,202033,1
nnabla-ext-cuda110-nccl2-mpi3-1-6,202035,1
nn-builder,202036,0
nn4msp,202037,1
nnaps,202039,0
nnclass,202043,0
nnaudio,202045,1
nn-dataflow,202047,1
nncase,202050,1
nncf,202052,1
nnet-ts,202058,1
nncore,202061,1
nnfs,202074,1
nnfunction,202075,0
nnfpy,202076,1
nngeometry,202078,1
nn-generator,202079,1
nn-helper,202083,1
nnabla-nas,202085,1
nngen,202086,1
nni,202087,1
nni-daily,202088,1
nn-fac,202090,0
nnieqat,202091,1
nnlab,202094,1
nnkit,202096,1
nnir,202098,1
nnisgf,202099,1
nni-yds-sdk,202100,1
nni-sdk-yds,202101,1
nniv04,202102,1
nni-windows-test,202104,1
nni-upload-test,202107,1
nni-sdkv04,202109,1
nnperm,202115,1
nnisgf-sdk,202116,1
nnoir-onnx,202117,0
nnpackage,202120,0
nnp,202123,0
nnpush,202124,1
nnplot,202129,1
nnmorpho,202130,1
nnql,202133,0
nn-pruning,202134,0
nnabla-ext-cuda100-nccl2-mpi2-1-1,202137,1
nnsatool,202139,1
nn-sdk,202141,1
nnrf,202142,1
nnbuilder,202144,1
nn-backpropogate,202146,1
nnstacking,202148,1
nnsplit,202154,1
nntime,202156,1
nn-template-core,202158,1
nnrl,202160,0
nn-toolbox-nhatsmrt,202161,1
nn-team21,202162,1
nnetsauce,202163,1
nntoolkit,202165,1
nn-tuning,202169,1
nn-toolbox,202170,1
nn-trainer,202172,0
nnutils-pytorch,202174,1
nnunet-inference-on-cpu-and-gpu,202175,1
nnhedge,202176,0
nn-torch,202177,1
nn-utils,202181,1
nnv,202182,1
nnvisualizer,202185,1
nnvis,202187,0
nn_wtf,202191,1
nnunet,202193,1
nn-without-frameworks,202206,1
nnweaver,202209,1
nn-toolbox-nphamcs,202215,1
noah-vega,202228,0
nnlocallinear,202237,1
nn-pipeline,202241,1
nobrainer,202255,1
nn-tuning-prednet,202279,1
nntoybox,202289,1
noddingpigeon,202294,1
node2vec,202296,1
noggin,202436,1
noisereduce,202500,0
noisytest,202506,0
noload,202530,0
nolearn,202544,1
nomeroff-net,202592,1
nomnomdata-nominode,202626,0
nondefaced-detector,202644,1
nonebot-mockingbird-plugin,202666,1
nonechucks,202836,1
nonlincausality,202863,1
normflowpy,203065,0
nornir-hier-config,203113,0
norse,203122,1
nosemouse,203245,0
nosypy,203430,0
nosypy-gpu,203433,0
notekeras,203528,0
notetools,203586,1
notion-potion,203730,0
notifier,203744,0
not-tf-opt,203803,0
novelai-api,203865,0
nowcasting-dataloader,203903,0
nowcasting-forecast,203909,0
nowcast-lstm,203916,1
nowcasting-utils,203920,1
nozberkman-mmlspark,203961,1
npbrain,203978,1
npc-engine,203983,1
npaws,203984,1
npcnn,203994,1
np-mlp,204052,1
npmrc2yarnrc,204056,0
npnet,204065,1
npsn,204088,0
npdl,204094,1
nphil,204112,1
nprintml,204113,0
npvcc2016,204125,1
nrel-phygnn,204234,1
nrl,204252,0
nsai,204329,0
nsfw-screen-detect,204362,0
nsfw-detector,204369,0
nsp,204430,1
n-sphere,204439,0
nta-tools,204503,0
ntap,204522,0
nteu-corporate-engine,204541,0
ntn-torch,204610,0
nttc,204652,0
ntupledicts,204657,0
ntropy,204659,0
nubia-score,204692,0
nucdetect,204706,0
nucleaizer-backend,204708,0
nuclei-discovery,204731,0
nudeclient,204751,0
nucml,204773,0
nukedatastore,204794,0
nueramic-mathml,204799,0
numeraicb,205001,1
numerblox,205018,0
numericalpoissongeometry,205038,0
num-fh,205079,0
numphy,205120,1
numpy2tfrecord,205148,1
numpycnn,205150,1
numpy-ml,205179,1
numpyro,205198,0
numpytorch,205220,1
numspy,205232,1
numpyro-ncx2,205277,0
nurovo-agent,205303,1
nutai,205314,0
nuset-lib,205316,0
nussl,205335,0
nurovo,205344,1
nutsml,205349,1
nuwa-pytorch,205382,1
nvdu,205396,1
nvfan,205403,1
nvflare-nightly,205404,0
nvidia-cublas,205406,1
nvidia-clara-pipeline-driver,205407,1
nvflare,205408,0
nvidia-cublas-cu111,205417,1
nvidia-bobber,205418,1
nvface,205419,1
nvidia-cublas-cu11,205421,1
nvidia-cuda-nvcc-cu11,205422,1
nvidia-cublas-cu112,205423,1
nvidia-cuda-cupti-cu110,205424,1
nvidia-cuda-nvcc-cu110,205425,1
nvidia-cuda-cupti-cu111,205426,1
nvidia-cuda-nvcc,205427,1
nvidia-cuda-nvrtc-cu111,205428,1
nvidia-cuda-nvcc-cu112,205429,1
nvidia-cuda-cupti-cu113,205430,1
nvidia-cuda-nvrtc,205431,1
nvidia-cuda-nvrtc-cu113,205432,1
nvidia-cuda-cupti,205433,1
nvidia-cuda-nvrtc-cu11,205434,1
nvidia-cuda-nvrtc-cu110,205435,1
nvidia-cuda-nvrtc-cu112,205436,1
nvidia-cuda-runtime-cu110,205437,1
nvidia-cuda-runtime,205438,1
nvidia-cuda-runtime-cu113,205439,1
nvidia-cublas-cu110,205440,1
nvidia-cuda-cupti-cu112,205441,1
nvidia-cuda-sanitizer-api-cu112,205442,1
nvidia-cuda-sanitizer-api-cu111,205443,1
nvidia-cublas-cu113,205444,1
nvidia-cuda-nvcc-cu111,205445,1
nvidia-cufft-cu11,205446,1
nvidia-cuda-sanitizer-api-cu110,205447,1
nvidia-cufft-cu110,205448,1
nvidia-cuda-sanitizer-api-cu11,205449,1
nvidia-cufft-cu111,205450,1
nvidia-curand-cu111,205451,1
nvidia-cufft-cu113,205452,1
nvidia-cuda-runtime-cu112,205453,1
nvidia-cuda-sanitizer-api,205454,1
nvidia-cufft-cu112,205455,1
nvidia-curand-cu11,205456,1
nvidia-curand-cu110,205457,1
nvidia-cufft,205458,1
nvidia-curand-cu113,205459,1
nvidia-curand-cu112,205460,1
nvidia-curand,205461,1
nvidia-cusolver-cu11,205462,1
nvidia-cusolver-cu112,205463,1
nvidia-cusparse,205464,1
nvidia-cusparse-cu11,205465,1
nvidia-cusparse-cu110,205467,1
nvidia-cusparse-cu111,205468,1
nvidia-dali,205469,1
nvidia-cusolver-cu111,205470,1
nvidia-cusparse-cu113,205471,1
nvidia-dali-cuda111,205472,1
nvidia-dali-cuda101,205473,1
nvidia-cusparse-cu112,205474,1
nvidia-dali-cuda102,205475,1
nvidia-dali-cuda110,205476,1
nvidia-dali-cuda91,205477,1
nvidia-dali-cuda113,205478,1
nvidia-dali-tf-plugin-cuda100,205479,1
nvidia-cuda-runtime-cu111,205480,1
nvidia-dali-cuda112,205481,1
nvidia-dali-tf-plugin-cuda110,205482,1
nvidia-dali-cuda90,205483,1
nvidia-dali-tf-plugin-cuda112,205484,1
nvidia-dali-tf-plugin-cuda91,205485,1
nvidia-dali-tf-plugin-cuda113,205486,1
nvidia-dali-tf-plugin-cuda101,205487,1
nvidia-dali-tf-plugin-cuda90,205488,1
nvidia-dllogger,205489,1
nvidia-cusolver,205490,1
nvidia-cudnn,205491,1
nvidia-dali-tf-plugin-cuda92,205492,1
nvidia-dlprof,205493,1
nvidia-horovod,205498,1
nvidia-dali-nvtf-plugin,205500,1
nvidia-jarvis,205501,1
nvidia-npp-cu11,205503,1
nvidia-npp-cu111,205504,1
nvidia-mxnet,205505,1
nvidia-nccl,205506,1
nvidia-dali-tf-plugin,205507,1
nvidia-dali-tf-plugin-cuda111,205508,1
nvidia-eff,205509,0
nvidia-npp-cu110,205510,1
nvidia-dali-cuda92,205511,1
nvidia-npp-cu113,205512,1
nvidia-npp,205513,1
nvidia-nsys,205515,1
nvidia-nvjpeg-cu11,205516,1
nvidia-nvjpeg,205517,1
nvidia-nvjpeg-cu111,205518,1
nvidia-nvjpeg-cu112,205519,1
nvidia-nvjpeg-cu113,205520,1
nvidia-nvml-dev,205521,1
nvidia-nvtx-cu110,205522,1
nvidia-nvtx,205523,1
nvidia-nvml-dev-cu11,205524,1
nvidia-nvtx-cu11,205525,1
nvidia-nvtx-cu111,205526,1
nvidia-nvml-dev-cu110,205527,1
nvidia-nvml-dev-cu113,205528,1
nvidia-nvml-dev-cu111,205530,1
nvidia-nvjpeg-cu110,205531,1
nvidia-nvtx-cu113,205532,1
nvidia-nvml-dev-cu112,205533,1
nvidia-pyindex,205534,1
nvidia-nvtx-cu112,205535,1
nvidia-pyindex-test-pkg,205536,1
nvidia-pytorch,205537,1
nvidia-tensorboard,205540,1
nvidia-tao-byom,205541,0
nvidia-nsys-cli,205542,1
nvidia-pyprof,205543,1
nvidia-tensorboard-plugin-dlprof,205544,1
nvidia-tensorflow-estimator,205547,1
nvidia-tensorflow,205548,1
nvidia-tensorrt,205549,1
nvidia-torch,205550,1
nvidia-torchvision,205551,1
nvidia-cuda-cupti-cu11,205554,1
nvidia-cuda-nvcc-cu113,205555,1
nvision,205557,1
nvidia-cuda-sanitizer-api-cu113,205562,1
nvidia-cusolver-cu113,205565,1
nvidia-cuda-runtime-cu11,205566,1
nvidia-cusolver-cu110,205567,1
nvidia-dali-cuda100,205572,1
nvidia-dali-tf-plugin-cuda102,205575,1
nvtx-plugins,205583,1
nvidia-npp-cu112,205587,1
nvtabular,205619,1
nwgraph,205632,1
nwmodule,205635,1
nxml,205692,1
nwt-pytorch,205699,1
nxtfusion,205742,0
nyaggle,205777,0
nylon-ai,205814,0
nymph,205816,0
nystrom-attention,205836,1
o4,205926,0
oarepo-model-builder,206017,0
obfuscation-detection,206199,0
objectdetection,206260,0
obfuscated-convo-new-version-abdo,206261,0
object-detection,206264,0
object-detection-fastai,206266,0
object-detection-common-application-thangarajdeivasikamani,206284,0
objectio,206291,1
objifier,206364,0
objsize,206384,1
obj-tables,206392,0
obsei,206453,0
observations,206454,1
obstacle,206496,0
obstacle-tower-env,206508,1
occasion-analysis-package,206531,0
occ2vec,206535,1
occamypy,206536,0
occupiedgpus,206545,0
oboe,206555,0
oceans,206618,0
ocelli,206624,0
ocgan,206640,0
ocnn,206671,0
ocr4all-pixel-classifier,206715,0
ocr4all-pixel-classifier-frontend,206718,0
ocrd-anybaseocr,206719,0
ocrd-detectron2,206722,0
ocrd-calamari,206724,0
ocrd-keraslm,206739,0
ocrd-gbn,206745,1
ocrd-typegroups-classifier,206749,0
ocr-ops,206761,0
ocrpy,206780,1
ocrd-cor-asv-ann,206786,0
ocrstack,206793,1
ocrfixr,206832,0
octid,206844,0
octconv,206845,1
octobot,206858,1
octis,206878,1
octopod,206936,0
octoprint,206943,0
odach,207014,1
odachi,207047,1
odc-apps-dc-tools,207067,0
odcommonapp,207076,0
odddml,207085,1
odds,207105,0
oden,207114,1
odin-api,207150,1
odin-ai,207155,1
odin-ml,207167,0
odak,207182,1
oemer,220004,0
oface,220026,0
ofa,220036,0
offensivenn,220037,0
offline-rce-results-module,220075,0
office31,220081,0
ogb-lite,220197,1
ogb,220205,1
ogc,220233,0
ohmeow-blurr,220292,1
ohsome2label,220317,1
oinkoink,220359,0
oknlp,220475,0
okwugbe,220535,0
old-fashioned-nlp,220569,0
olive-oil-ml,220619,0
olivia-dataset,220647,1
olympus,220707,1
olymp,220715,0
olympic,220725,0
omdenalore,220779,0
omegaml,220822,0
omic,220862,0
omicsanalysis,220884,0
omlet,220922,1
omni-cv-rules,220975,0
omnicv,220988,1
omlt,220990,0
omninet-pytorch,221014,1
omniscence,221032,1
omnium,221040,0
omnis,221053,1
omnizart,221054,0
onal,221111,0
onap,221121,0
oncall-slackbot,221135,0
onceml,221151,0
oneflow-onnx,221261,0
oneflow-hassi34,221319,0
onelearn,221332,0
onemetric,221358,1
onepanel-sdk,221457,1
onetrack,221547,1
onet,221579,1
onlinehd,221636,0
onlineprodebnet,221639,0
online-triplet-loss,221645,1
online-node2vec,221648,0
onnc-bench,221695,0
onnion,221699,0
onnx2torch,221704,1
onnx4acumos,221709,0
onnx2bnn,221710,0
onnx2keras-tl-fork,221711,1
onnx2keras,221712,1
onnx2pytorch,221713,0
onnx-chainer,221714,1
onnxconverter-common,221715,0
onnx2kerastl,221716,0
onnx-caffe2,221720,1
onnx-coreml,221721,1
onnxcli,221722,1
onnxcustom,221723,0
onnxds,221724,0
onnxoptimizer,221725,0
onnxcv,221726,1
onnx,221727,1
onnx-plaidml,221728,0
onnx-graphsurgeon,221731,1
onnxmltools,221735,0
onnx-simplifier,221736,1
onnxt5,221737,1
onnxruntime-tools,221739,1
onnx-mxnet,221740,1
onnx-pytorch,221742,0
onnxexplorer,221743,1
onnx-tf,221744,1
onow,221748,0
onnxtk,221750,0
onnxruntime-extensions,221753,0
onnxruntime-training,221764,0
onionsearch,221773,1
ont-bonito-cuda111,221784,1
ont-bonito,221785,1
ont-bonito-cuda113,221791,1
ontolearn,221815,0
ont-seqdist-cuda102,221830,0
ont-seqdist-cuda114,221832,0
ont-seqdist-cuda112,221835,0
ont-seqdist-cuda111,221836,0
ont-seqdist-cuda101,221837,0
ont-seqdist-cuda113,221841,0
ont-remora,221842,0
onnigiri,221865,0
onn,221871,1
oog,221897,0
opacus,222026,1
opax,222117,1
openattack,222305,1
openbiolink,222332,0
openchat,222404,0
open-clip-torch,222440,1
openctr,222492,1
opencv-torchvision-transforms-yuzhiyang,222507,1
opencxr,222518,0
opendatalake,222535,1
open-detection,222548,1
opendelta,222550,1
opencve,222551,0
opendp-pytorch,222567,0
opencv-transforms,222577,1
openelectrons_imubreakout,222604,1
openembedding,222616,1
opendr-draft,222633,1
opendr-toolkit,222685,1
open-faces,222855,0
openfc,222859,0
openfisca-uk,222914,0
openfl,222919,1
open-graphics,222985,0
openhands,222992,0
openhgnn,222996,1
openimagedatasetsdk,223030,0
openimagedatasetsdktest,223031,0
openkiwi,223098,1
openlabcluster,223113,0
openl3,223118,1
openkiwi-tasting,223144,0
openlis,223197,0
openleap,223207,0
openmeasure,223250,0
open-medical1,223256,0
open-medical5,223259,0
open-medical,223261,0
openmedicalchatbox,223262,0
open-medical7,223264,0
open-medical3,223265,0
open-medical8,223270,0
open-medical6,223273,0
open-medical2,223282,0
openmined.threepio,223285,1
openml-onnx,223297,0
openml-tensorflow,223298,1
openml-pytorch,223299,1
opennir-xpm,223333,0
opennmt-tf,223346,1
opennn-pytorch,223349,1
opennsfw2,223361,1
openpack-torch,223366,0
opennn,223370,1
openpifpafwebdemo,223388,1
openpibo,223393,0
openpibo-python,223394,0
openpifpaf,223399,1
openplm,223416,0
opennmt-py-svx,223421,1
opennmt-py,223424,1
openprompt,223444,1
openrpa,223509,0
opensoundscape,223648,0
open-speech,223667,0
openspeech-py,223671,1
openspeech-core,223676,1
openspeechs,223694,1
openstef,223736,0
opensubtitles-dataloader,223751,0
openstf,223757,0
opentc-util,223774,1
opentc-icap,223782,1
opentc,223786,1
opentool,223931,0
openue,223979,0
openunmix,223987,0
openvino-optimum,224008,1
openvino-extensions,224009,1
openvino2tensorflow,224014,1
openvino-dev,224048,0
open-yolo,224090,0
open_worm_analysis_toolbox,224118,1
opoca,224209,1
optapy,224339,1
opt-einsum-fx,224355,1
op-text,224367,1
opt-einsum-torch,224424,1
optical,224443,1
optimization-dashboard,224449,0
optimized-kalman-filter,224453,0
optimum-graphcore,224475,1
optiml,224477,1
optimum-habana,224478,1
optimum,224480,1
optimum-openvino,224490,1
optimum-transformers,224496,1
optimyzer,224500,1
optimuspyspark,224514,0
option_merge,224543,1
optkeras,224561,1
optracker,224572,0
optuna,224592,0
optorch,224602,0
opusfilter,224605,0
opveclib,224624,0
opyrator,224664,0
oracle-ads,224677,0
orange3-imageanalytics-dda,224712,0
orange3-mne,224730,0
orange3-text-zh,224732,0
orange3-text,224743,0
orange-cb-recsys,224754,0
orange3-network,224765,0
orbax,224787,0
orbis-new,224804,0
orange3-textable-prototypes,224837,0
orbithunter,224839,0
orbit-ml,224841,1
orbit-nrel,224843,0
orcas,224869,1
orchestrator-core,224892,0
oreoml,224999,1
orion,225148,1
orion.algo.robo,225154,1
orion.algo.skopt,225161,1
orion-ml,225168,1
orpy,225248,1
orkgnlp,225254,0
ort-enot-lite,225268,1
orthnet,225285,1
orthoseg,225324,1
oryx,225407,1
oscar-finance,225418,0
oscar-test0629,225440,0
oscillator-snap,225486,0
osds-channel-preview,225515,0
osf-eimtc,225544,1
osin,225597,0
osds,225604,0
oskut,225625,1
ospark,225773,1
osstools,225882,0
os-sys-linux,225893,0
os-sys,225939,0
otmt,226070,0
otscomics,226178,0
outbreakpad,226257,0
outlier-hub,226382,0
outlier_utils,226388,1
ovmsclient,226581,1
owasp-jenkins,226676,1
owlery-client,226705,0
ows-language-model,226767,0
oyou,226865,1
p2022,226972,0
p360-contact-manager,227075,0
pachelm,227160,0
packagebai,227220,0
package-bai,227230,0
packagefolder,227257,0
packagedquestgenforlambda,227260,0
packageneha,227307,0
packagetest-ljh,227402,1
packaging-tutorial-jilejiafle,227443,1
packerinspector-api,227478,1
paco-cloud,227587,0
pactly,227615,0
paddle2onnx1,227654,0
paddleclas,227668,1
paddleaudio,227671,0
paddle-fl-gpu,227673,0
paddle-fl,227679,0
paddle-lpips,227685,1
paddledet,227687,1
paddleocr,227688,1
paddledetection-test,227690,1
paddlepalm,227691,1
paddle-msssim,227692,1
paddlefsl,227693,1
paddle-prompt,227697,0
paddle-rec,227699,1
paddlehub,227700,1
paddle-parakeet,227702,0
paddle-serving-app,227703,1
paddle-serving-server-gpu,227705,1
paddle-serving-server,227706,1
paddleslim,227711,1
paddle-serving-server-xpu,227712,1
paddlers,227717,0
paddlespeech-feat,227723,1
paddlespeech-ctcdecoders,227727,1
paddlespeech,227730,1
paddlex,227731,1
paderbox,227732,0
paderborn-bearing,227733,1
paddlenlp,227742,1
padthai,227756,0
paddleseg,227761,1
paddle-gpu-serving,227859,1
paddle-rifle,227862,1
paddle-serving-client,227867,1
pai-easycv,227949,1
pailab,227954,1
pai-easynlp,227998,1
pair-learning,228001,1
paithon,228018,0
paiutils,228028,0
palm-pytorch,228160,1
palkit,228162,1
pals-pathway,228168,0
paltas,228182,1
palm-jax,228211,1
pamoveit,228221,0
pan-aadhar-ocr,228224,1
pamogk,228225,0
palmtree,228243,0
panda-gym,228314,1
pandas2tensorboard,228339,0
panclassif,228348,0
pandas-dataclasses,228401,0
pandaslearn,228442,0
pandas-shortcuts,228505,0
pandas-profiling-cli,228517,0
pandas-summary,228525,0
pandas-profiling,228526,1
pandas-tfrecords,228528,0
pandas-toolkit,228535,0
pandas-transformers,228556,1
pandera,228595,0
pandemic,228601,0
pandora-python,228702,0
pangeamt-nlp,228742,0
pangeamt-toolkit,228746,0
pangsitpy,228762,1
pangapi,228766,0
panndas,228787,1
panoptes-he,228828,1
pantheon-generator,228865,0
paoding-dl,228929,1
paoding,228939,1
paper-kits,229010,1
paper-neural,229035,0
paperspace,229047,1
papersweep,229052,0
papie,229074,0
papyrus-ai,229117,0
paralaser,229191,0
paragami,229221,0
parallelbayesopt,229234,1
paralleldots,229252,1
parallel-wavegan,229283,1
parameter-sherpa,229301,1
params-flow,229354,1
paraphrase-metrics,229394,0
pararealml,229433,1
parasol-nlp,229436,0
parl,229502,0
parlai,229519,0
parkinson-detector,229525,0
parquet-dataset,229563,1
parsehole,229620,0
parse-tools,229703,0
parseridge,229755,0
parsnet,229789,0
partial-tagger,229815,0
particledist,229821,0
partnlp,229862,0
partseg-stardist,229881,0
parzen-estimator,229886,0
paso,229935,1
passivepy,230021,0
passivlingo-dictionary,230026,0
pastiche,230218,1
patchnetvlad,230275,0
patchworkdocker,230289,0
patapsco,230338,0
patent-parsing-tools,230359,1
pathml,230400,0
pathway-abstract-classifier,230453,0
pathmind,230463,0
path-explain,230477,1
patternomatic,230539,0
pau,230558,0
pavimentados,230601,0
paxlib,230639,0
pax3,230640,1
paxlibul,230645,0
payment-text-parser,230725,0
pb-bss-eval,230835,0
pbgca,230880,0
pcap-ct,231015,0
pcastle,231045,0
pcfv,231078,0
pcf,231083,0
pcnnlib,231149,1
pcmf,231169,0
pcsvmdemo,231223,1
pd2tfrecord,231254,1
pdbbasic,231287,0
pd3f-flair,231291,1
pcx-utilities,231346,0
pdeepxl,231386,0
pdesolverbydeeplearning,231394,1
pdf2embeddings,231408,0
pdf2emb-nlp,231415,0
pdf2dataset,231436,0
pdfextractor,231517,0
pdfflow,231527,1
pdfforms,231567,0
pdf-struct,231679,0
pdftotree,231722,0
pdkit,231780,0
pdok-geopackage-validator,231834,0
pdsutilities,231906,0
pdtransform,231927,1
pearll,232033,0
pearlib,232036,1
pearl-pgm,232040,0
pedestrian-detection-ssdlite,232129,0
pedl,232131,1
peekingduck,232224,1
peforth,232302,1
pege,232326,0
pegasuspy,232328,0
pelican-similar-posts,232483,0
pelutils,232537,0
penguin-libraries,232593,0
pengu,232626,0
pennylane-cirq,232633,0
pennylane-honeywell,232635,0
pennylane,232637,1
pennylane-orquestra,232638,0
pennylane-pq,232640,0
pennylane-ionq,232641,0
pennylane-forest,232642,0
pennylane-sf,232652,0
pennylane-qsharp,232657,0
pennylane-qulacs,232661,0
pennylane-qiskit,232662,0
pennylane-lightning-gpu,232664,0
pennylane-lightning,232673,0
pennylane-aqt,232681,0
pennylane-qchem,232690,0
pennylane-qrack,232708,0
people-segmentation,232723,0
pepnet,232784,1
peptdeep,232821,1
peptide-encoder,232827,0
percato,232840,0
perceiver-model,232843,1
perceiver-multi-modality-pytorch,232844,1
perceiver-io-pytorch,232845,1
perceiver-jax,232846,1
perceiver-io,232848,1
perceiver,232851,1
perceiver-pytorch,232853,1
pepper-polish,232859,0
perceptron,232871,1
perceptilabs,232876,0
perception,232929,0
perconv2,232936,0
perfect-information-game,232983,0
perceptual-advex,232992,1
perfplot,233033,0
performer-pytorch,233045,1
perisim,233128,0
pernaf,233164,0
pero-ocr,233173,0
persia-cuda113,233204,1
persia-cuda102,233210,1
persia,233213,1
persephone,233215,1
persia-cuda111,233218,1
personalexercisetrainer,233270,0
person-tracking,233303,0
perturb-tools,233358,0
perutils,233372,0
pesummary,233405,0
petastorm,233444,1
petrel-det,233484,0
petroflow,233505,1
pewtils,233532,0
pewanalytics,233534,0
pfhedge,233632,0
pfio,233636,0
pfl,233667,1
pftracker,233686,0
pgbm,233733,0
pgctl,233755,0
pg-database-utils,233771,0
pg-diff,233783,0
pgl,233848,1
pgdrive,233849,1
pgmpy,233986,0
phased-lstm-keras,234138,1
phasenet,234145,0
